filename,tile_id,mse
tile_63188_mse_0.003419.png,63188,0.003419
tile_26487_mse_0.003418.png,26487,0.003418
tile_09768_mse_0.003414.png,9768,0.003414
tile_43385_mse_0.003407.png,43385,0.003407
tile_00810_mse_0.003407.png,810,0.003407
tile_24557_mse_0.003405.png,24557,0.003405
tile_33772_mse_0.003404.png,33772,0.003404
tile_24724_mse_0.003404.png,24724,0.003404
tile_03224_mse_0.003403.png,3224,0.003403
tile_55641_mse_0.003402.png,55641,0.003402
tile_09277_mse_0.003402.png,9277,0.003402
tile_15750_mse_0.003387.png,15750,0.003387
tile_47367_mse_0.003386.png,47367,0.003386
tile_32964_mse_0.003384.png,32964,0.003384
tile_54491_mse_0.003378.png,54491,0.003378
tile_58446_mse_0.003376.png,58446,0.003376
tile_27237_mse_0.003376.png,27237,0.003376
tile_34339_mse_0.003374.png,34339,0.003374
tile_67579_mse_0.003373.png,67579,0.003373
tile_30011_mse_0.003370.png,30011,0.00337
tile_45201_mse_0.003362.png,45201,0.003362
tile_13978_mse_0.003347.png,13978,0.003347
tile_46629_mse_0.003347.png,46629,0.003347
tile_27752_mse_0.003344.png,27752,0.003344
tile_57394_mse_0.003341.png,57394,0.003341
tile_31150_mse_0.003335.png,31150,0.003335
tile_34335_mse_0.003332.png,34335,0.003332
tile_27578_mse_0.003332.png,27578,0.003332
tile_43013_mse_0.003319.png,43013,0.003319
tile_37418_mse_0.003319.png,37418,0.003319
tile_26892_mse_0.003315.png,26892,0.003315
tile_11790_mse_0.003309.png,11790,0.003309
tile_42429_mse_0.003307.png,42429,0.003307
tile_11218_mse_0.003305.png,11218,0.003305
tile_46112_mse_0.003302.png,46112,0.003302
tile_26344_mse_0.003290.png,26344,0.00329
tile_26286_mse_0.003285.png,26286,0.003285
tile_10169_mse_0.003279.png,10169,0.003279
tile_34750_mse_0.003275.png,34750,0.003275
tile_09067_mse_0.003265.png,9067,0.003265
tile_07999_mse_0.003262.png,7999,0.003262
tile_56678_mse_0.003260.png,56678,0.00326
tile_37190_mse_0.003257.png,37190,0.003257
tile_00528_mse_0.003256.png,528,0.003256
tile_69461_mse_0.003256.png,69461,0.003256
tile_11285_mse_0.003255.png,11285,0.003255
tile_30475_mse_0.003254.png,30475,0.003254
tile_41923_mse_0.003249.png,41923,0.003249
tile_62743_mse_0.003246.png,62743,0.003246
tile_12385_mse_0.003234.png,12385,0.003234
tile_62068_mse_0.003233.png,62068,0.003233
tile_01450_mse_0.003231.png,1450,0.003231
tile_35474_mse_0.003221.png,35474,0.003221
tile_41631_mse_0.003220.png,41631,0.00322
tile_54391_mse_0.003217.png,54391,0.003217
tile_10321_mse_0.003214.png,10321,0.003214
tile_33370_mse_0.003214.png,33370,0.003214
tile_06093_mse_0.003214.png,6093,0.003214
tile_27082_mse_0.003208.png,27082,0.003208
tile_11512_mse_0.003206.png,11512,0.003206
tile_03420_mse_0.003206.png,3420,0.003206
tile_02898_mse_0.003204.png,2898,0.003204
tile_53270_mse_0.003202.png,53270,0.003202
tile_45309_mse_0.003198.png,45309,0.003198
tile_03381_mse_0.003194.png,3381,0.003194
tile_27693_mse_0.003184.png,27693,0.003184
tile_33074_mse_0.003183.png,33074,0.003183
tile_64868_mse_0.003181.png,64868,0.003181
tile_35571_mse_0.003179.png,35571,0.003179
tile_27202_mse_0.003179.png,27202,0.003179
tile_57029_mse_0.003178.png,57029,0.003178
tile_09104_mse_0.003177.png,9104,0.003177
tile_25213_mse_0.003175.png,25213,0.003175
tile_14546_mse_0.003175.png,14546,0.003175
tile_57530_mse_0.003171.png,57530,0.003171
tile_48204_mse_0.003163.png,48204,0.003163
tile_01770_mse_0.003163.png,1770,0.003163
tile_51042_mse_0.003158.png,51042,0.003158
tile_10080_mse_0.003157.png,10080,0.003157
tile_31862_mse_0.003156.png,31862,0.003156
tile_67203_mse_0.003149.png,67203,0.003149
tile_34776_mse_0.003147.png,34776,0.003147
tile_07248_mse_0.003146.png,7248,0.003146
tile_64119_mse_0.003142.png,64119,0.003142
tile_07485_mse_0.003141.png,7485,0.003141
tile_12697_mse_0.003138.png,12697,0.003138
tile_45947_mse_0.003137.png,45947,0.003137
